property_id,city,area,property_type,purpose,bedrooms,bathrooms,size_sqft,area_sqft_normalized,price_pkr,price_formatted,developer,has_installment_plan,description,source_url,amenities,qa_flags
RAW-0465,Rawalpindi,Bahria Town Phase 8 - Block M,House,Sale,3,4,1125,1125.0,26300000,2.63 crore,Bahria Town,False,"Affordable Prime Location House Available For sale In Bahria Town Phase 8 - Block M in Bahria Town Phase 8 - Block M, Bahria Town Phase 8 · 3 bed · 4 bath · 5 Marla",https://www.zameen.com/Property/bahria_town_phase_8_bahria_town_phase_8_-_block_m_affordable_prime_location_house_available_for_sale_in_bahria_town_phase_8_-_block_m-54756384-3062-1.html,,
RAW-0466,Rawalpindi,Bahria Town Phase 8 - Block M,House,Sale,3,4,1125,1125.0,26500000,2.65 crore,Bahria Town,False,"Back of Main 5 Marla House For sale In Bahria Town Rawalpindi in Bahria Town Phase 8 - Block M, Bahria Town Phase 8 · 3 bed · 4 bath · 5 Marla",https://www.zameen.com/Property/bahria_town_phase_8_bahria_town_phase_8_-_block_m_back_of_main_5_marla_house_for_sale_in_bahria_town_rawalpindi-54756383-3062-1.html,,
RAW-0467,Rawalpindi,Bahria Town Phase 8 - Awais Block,House,Sale,6,7,2025,2137.5,41500000,4.15 crore,Bahria Town,False,"9.5 Marla Brand New Park Facing Designer House For Sale | Bahria Town Phase 8 Rawalpindi in Bahria Town Phase 8 - Awais Block, Bahria Town Phase 8 · 6 bed · 7 bath · 9 Marla",https://www.zameen.com/Property/bahria_town_phase_8_bahria_town_phase_8_-_awais_block_9_5_marla_brand_new_park_facing_designer_house_for_sale_bahria_town_phase_8_rawalpindi-54677138-8254-1.html,park|brand_new,size_conflict
RAW-0468,Rawalpindi,Bahria Greens - Overseas Enclave - Sector 6,House,Sale,5,6,2700,2700.0,44000000,4.40 crore,Bahria Town,False,"Very Low Price | 12 Marla Furnished Boulevard Corner House For Sale Bahria Town Phase 8 RAW in Bahria Greens - Overseas Enclave - Sector 6, Bahria Greens - Overseas Enclave · 5 bed · 6 bath · 12 Marla",https://www.zameen.com/Property/bahria_greens_overseas_enclave_bahria_greens_-_overseas_enclave_-_sector_6_very_low_price_12_marla_furnished_boulevard_corner_house_for_sale_bahria_town_phase_8_raw-54711968-8305-1.html,furnished|corner,
RAW-0469,Rawalpindi,Askari 11,House,Sale,6,5,3420,3420.0,85000000,8.50 crore,Private / Unknown,False,"Beautiful House Solid Construction Tiles , Wood, Steel Work Work 100 % Solid . Vip Location , Contact Owner . in Askari 11, Rawalpindi · 6 bed · 5 bath · 15.2 Marla",https://www.zameen.com/Property/rawalpindi_askari_11_beautiful_house_solid_construction_tiles_wood_steel_work_work_100_solid_vip_location_contact_owner-54578832-443-1.html,,
RAW-0470,Rawalpindi,Airport Housing Society,House,Sale,3,4,1125,1125.0,14000000,1.40 crore,Private / Unknown,False,"1.5 Storey House For Sale in Airport Housing Society, Rawalpindi · 3 bed · 4 bath · 5 Marla",https://www.zameen.com/Property/rawalpindi_airport_housing_society_1_5_storey_house_for_sale-53233697-426-1.html,,
RAW-0471,Rawalpindi,Airport Housing Society,House,Sale,7,6,2250,2250.0,45000000,4.50 crore,Private / Unknown,False,"Bungalow For Sale in Airport Housing Society, Rawalpindi · 7 bed · 6 bath · 10 Marla",https://www.zameen.com/Property/rawalpindi_airport_housing_society_bungalow_for_sale-53226034-426-1.html,,
RAW-0472,Rawalpindi,Caltex Road,House,Sale,3,4,1125,1125.0,17500000,1.75 crore,Private / Unknown,False,"5 Marla 1.5 story House For sale in Caltex Road, Rawalpindi · 3 bed · 4 bath · 5 Marla",https://www.zameen.com/Property/rawalpindi_caltex_road_5_marla_1_5_story_house_for_sale-54783390-9457-1.html,,
RAW-0473,Rawalpindi,Adiala Road,House,Sale,3,3,2250,2250.0,15000000,1.50 crore,Private / Unknown,False,"Single Storey 10 Marla House For Sale In Adiala Road Adiala Road in Adiala Road, Rawalpindi · 3 bed · 3 bath · 10 Marla",https://www.zameen.com/Property/rawalpindi_adiala_road_single_storey_10_marla_house_for_sale_in_adiala_road_adiala_road-54782702-478-1.html,,
RAW-0474,Rawalpindi,River Loft,Flat,Sale,1,1,1102,1102.5,16500000,1.65 crore,Bahria Town,False,"One Bed Flat For Sale In River Loft Bahria Town Phase 7 Rawalpindi/Islamabad in River Loft, Bahria Town Rawalpindi · 1 bed · 1 bath · 4.9 Marla",https://www.zameen.com/Property/bahria_town_rawalpindi_river_loft_one_bed_flat_for_sale_in_river_loft_bahria_town_phase_7_rawalpindi_islamabad-53388415-16870-1.html,,
RAW-0475,Rawalpindi,River Hills,Flat,Sale,2,2,1102,1102.5,15000000,1.50 crore,Bahria Town,False,"Two Bedrooms Apartment For Sale River Hills Bahria Town Phase 7 Rawalpindi/Islamabad in River Hills, Bahria Expressway · 2 bed · 2 bath · 4.9 Marla",https://www.zameen.com/Property/bahria_expressway_river_hills_two_bedrooms_apartment_for_sale_river_hills_bahria_town_phase_7_rawalpindi_islamabad-53388453-11347-1.html,,
RAW-0476,Rawalpindi,River Hills,Flat,Sale,2,2,1327,1327.5,16200000,1.62 crore,Bahria Town,False,"2 BHK Furnished Apartment For Sale In River Hills Bahria Town Phase 7 Rawalpindi in River Hills, Bahria Expressway · 2 bed · 2 bath · 5.9 Marla",https://www.zameen.com/Property/bahria_expressway_river_hills_2_bhk_furnished_apartment_for_sale_in_river_hills_bahria_town_phase_7_rawalpindi-54047679-11347-1.html,furnished,
RAW-0477,Rawalpindi,Airport Housing Society,House,Sale,3,4,1125,1125.0,17000000,1.70 crore,Private / Unknown,False,"5 Marla 1.5 story house for sale in airport housing society Rawalpindi in Airport Housing Society, Rawalpindi · 3 bed · 4 bath · 5 Marla",https://www.zameen.com/Property/rawalpindi_airport_housing_society_5_marla_1_5_story_house_for_sale_in_airport_housing_society_rawalpindi-54783674-426-1.html,,
RAW-0478,Rawalpindi,Satellite Town - Block D,House,Sale,4,4,1125,1125.0,49000000,4.90 crore,Private / Unknown,False,"5 Marla Beautiful House | Solid Construction & Prime Location in Satellite Town - Block D, Satellite Town · 4 bed · 4 bath · 5 Marla",https://www.zameen.com/Property/satellite_town_satellite_town_-_block_d_5_marla_beautiful_house_solid_construction_prime_location-54574247-6043-1.html,,
RAW-0479,Rawalpindi,Punjab Government Servant Housing Foundation (PGSHF),House,Sale,3,4,4500,4500.0,45000000,4.50 crore,Private / Unknown,False,"1 kanal House For sale prime location  Near the Main Access in Punjab Government Servant Housing Foundation (PGSHF), Rawalpindi · 3 bed · 4 bath · 1 Kanal",https://www.zameen.com/Property/rawalpindi_punjab_government_servant_housing_foundation_pgshf_1_kanal_house_for_sale_prime_location_near_the_main_access-54783455-10424-1.html,servant_quarter,
RAW-0480,Rawalpindi,Bahria Town Phase 4,House,Sale,5,6,2250,2250.0,49000000,4.90 crore,Bahria Town,False,"10 Marla 2021 Construction Designer House Available For Sale In Bahria Town Phase 4 in Bahria Town Phase 4, Bahria Town Rawalpindi · 5 bed · 6 bath · 10 Marla",https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_4_10_marla_2021_construction_designer_house_available_for_sale_in_bahria_town_phase_4-48020320-3041-1.html,,
RAW-0481,Rawalpindi,Bahria Town Phase 4,House,Sale,5,5,2250,2250.0,59500000,5.95 crore,Bahria Town,False,"10 Marla Brand New House Available For Sale In Bahria Town Phase 4 in Bahria Town Phase 4, Bahria Town Rawalpindi · 5 bed · 5 bath · 10 Marla",https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_4_10_marla_brand_new_house_available_for_sale_in_bahria_town_phase_4-47832075-3041-1.html,brand_new,
RAW-0482,Rawalpindi,Bahria Town Phase 8 - Block C,House,Sale,5,6,2250,2250.0,45000000,4.50 crore,Bahria Town,False,"Elegant 10 Marla House For Sale In Phase 8 in Bahria Town Phase 8 - Block C, Bahria Town Phase 8 · 5 bed · 6 bath · 10 Marla",https://www.zameen.com/Property/bahria_town_phase_8_bahria_town_phase_8_-_block_c_elegant_10_marla_house_for_sale_in_phase_8-54523290-3051-1.html,,
RAW-0483,Rawalpindi,Bahria Town Phase 8 - Block C,House,Sale,5,6,2250,2250.0,59500000,5.95 crore,Bahria Town,False,"10 Marla Luxury House C Block in Bahria Town Phase 8 - Block C, Bahria Town Phase 8 · 5 bed · 6 bath · 10 Marla",https://www.zameen.com/Property/bahria_town_phase_8_bahria_town_phase_8_-_block_c_10_marla_luxury_house_c_block-54777692-3051-1.html,,
RAW-0484,Rawalpindi,Bahria Town Phase 2,House,Sale,5,6,2250,2250.0,62000000,6.20 crore,Bahria Town,False,"10 Marla Brand New House Available For Sale in Bahria Town Phase 2, Bahria Town Rawalpindi · 5 bed · 6 bath · 10 Marla",https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_2_10_marla_brand_new_house_available_for_sale-54485586-3035-1.html,brand_new,
RAW-0485,Rawalpindi,Bahria Town Phase 8 - Sector F-1,House,Sale,5,6,2250,2250.0,49000000,4.90 crore,Bahria Town,False,"Ideal Prime Location House Is Available For Sale In Rawalpindi in Bahria Town Phase 8 - Sector F-1, Bahria Town Phase 8 · 5 bed · 6 bath · 10 Marla",https://www.zameen.com/Property/bahria_town_phase_8_bahria_town_phase_8_-_sector_f-1_ideal_prime_location_house_is_available_for_sale_in_rawalpindi-54741221-3095-1.html,,
RAW-0486,Rawalpindi,Bahria Town Phase 3,House,Sale,6,6,4500,4500.0,68500000,6.85 crore,Bahria Town,False,"Kanal House For Sale In Phase 3 Bahria Town Rawalpindi in Bahria Town Phase 3, Bahria Town Rawalpindi · 6 bed · 6 bath · 1 Kanal",https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_3_kanal_house_for_sale_in_phase_3_bahria_town_rawalpindi-54775035-3036-1.html,,
RAW-0487,Rawalpindi,MGC Jewel,Flat,Sale,1,1,562,562.5,16800000,1.68 crore,Bahria Town,False,"Book On Excellent Location Flat Today In MGC Jewel in MGC Jewel, Bahria Town Phase 8 · 1 bed · 1 bath · 2.5 Marla",https://www.zameen.com/Property/bahria_town_phase_8_mgc_jewel_book_on_excellent_location_flat_today_in_mgc_jewel-53626299-18833-1.html,,
RAW-0488,Rawalpindi,Bahria Town Phase 8 - Block M,House,Sale,3,3,1125,1125.0,26000000,2.60 crore,Bahria Town,False,"You Can Find A Gorgeous House For Sale In Bahria Town Phase 8 - Block M in Bahria Town Phase 8 - Block M, Bahria Town Phase 8 · 3 bed · 3 bath · 5 Marla",https://www.zameen.com/Property/bahria_town_phase_8_bahria_town_phase_8_-_block_m_you_can_find_a_gorgeous_house_for_sale_in_bahria_town_phase_8_-_block_m-54660617-3062-1.html,,
RAW-0489,Rawalpindi,Media Town - Block B,House,Sale,6,6,2700,2700.0,68000000,6.80 crore,Private / Unknown,False,"Media Town Rawalpindi 12 Marla House for sale in Media Town - Block B, Media Town · 6 bed · 6 bath · 12 Marla",https://www.zameen.com/Property/media_town_media_town_-_block_b_media_town_rawalpindi_12_marla_house_for_sale-54380988-16391-1.html,,
RAW-0490,Rawalpindi,Bahria Greens - Overseas Enclave - Sector 5,House,Sale,3,4,1237,1237.5,23800000,2.38 crore,Private / Unknown,False,"5.5 Marla House With 3 Marla C Category Lawn in Bahria Greens - Overseas Enclave - Sector 5, Bahria Greens - Overseas Enclave · 3 bed · 4 bath · 5.5 Marla",https://www.zameen.com/Property/bahria_greens_overseas_enclave_bahria_greens_-_overseas_enclave_-_sector_5_5_5_marla_house_with_3_marla_c_category_lawn-54144789-8304-1.html,garden_lawn,
RAW-0491,Rawalpindi,Bahria Town Phase 8 - Block L,House,Sale,9,6,3600,3600.0,46000000,4.60 crore,Bahria Town,False,"9 Bedroom Brand New 16 Marla House in Bahria Town Phase 8 - Block L, Bahria Town Phase 8 · 9 bed · 6 bath · 16 Marla",https://www.zameen.com/Property/bahria_town_phase_8_bahria_town_phase_8_-_block_l_9_bedroom_brand_new_16_marla_house-54182248-3061-1.html,brand_new,
RAW-0492,Rawalpindi,Bahria Greens - Overseas Enclave - Sector 3,House,Sale,4,5,2475,2475.0,46500000,4.65 crore,Private / Unknown,False,"Beautifully Designed 11 Marla House For Sale in Bahria Greens - Overseas Enclave - Sector 3, Bahria Greens - Overseas Enclave · 4 bed · 5 bath · 11 Marla",https://www.zameen.com/Property/bahria_greens_overseas_enclave_bahria_greens_-_overseas_enclave_-_sector_3_beautifully_designed_11_marla_house_for_sale-39549743-8302-1.html,,
RAW-0493,Rawalpindi,Bahria Town Phase 8 - Block A1,House,Sale,5,6,4500,4500.0,87500000,8.75 crore,Bahria Town,False,"1 Kanal Double Unit Designer House in Bahria Town Phase 8 - Block A1, Bahria Town Phase 8 · 5 bed · 6 bath · 1 Kanal",https://www.zameen.com/Property/bahria_town_phase_8_bahria_town_phase_8_-_block_a1_1_kanal_double_unit_designer_house-49864360-12180-1.html,,
RAW-0494,Rawalpindi,Adiala Road,House,Sale,3,3,1125,1125.0,13500000,1.35 crore,Private / Unknown,False,"Ideal House Is Available For Sale In Adiala Road in Adiala Road, Rawalpindi · 3 bed · 3 bath · 5 Marla",https://www.zameen.com/Property/rawalpindi_adiala_road_ideal_house_is_available_for_sale_in_adiala_road-54782704-478-1.html,,
RAW-0495,Rawalpindi,Bahria Town Phase 8 - Safari Valley,House,Sale,5,5,1575,1575.0,28500000,2.85 crore,Bahria Town,False,"South Face Used House in Park Street Proper Double Unit Well Maintained House in ABU Bakar Block 7Marla For Sale BTR Phase 8 in Bahria Town Phase 8 - Safari Valley, Bahria Town Phase 8 · 5 bed · 5 bath · 7 Marla",https://www.zameen.com/Property/bahria_town_phase_8_bahria_town_phase_8_-_safari_valley_south_face_used_house_in_park_street_proper_double_unit_well_maintained_house_in_abu_bakar_block_7marla_for_sale_btr_phase_8-54772336-3074-1.html,park,
RAW-0496,Rawalpindi,Bahria Town Phase 4,House,Sale,5,6,4500,4500.0,130000000,13.00 crore,Bahria Town,False,"1 Kanal Brand New House Available For Sale in Bahria Town Phase 4, Bahria Town Rawalpindi · 5 bed · 6 bath · 1 Kanal",https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_4_1_kanal_brand_new_house_available_for_sale-54774540-3041-1.html,brand_new,
RAW-0497,Rawalpindi,Bahria Heights 1,Flat,Sale,2,3,1800,1800.0,29000000,2.90 crore,Bahria Town,False,"Luxurious 1800 SQ Ft 2 Bedroom Apartment For Sale In Bahria heights 1 in Bahria Heights 1, Bahria Town Rawalpindi · 2 bed · 3 bath · 8 Marla",https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_heights_1_luxurious_1800_sq_ft_2_bedroom_apartment_for_sale_in_bahria_heights_1-54717614-12199-1.html,,
RAW-0498,Rawalpindi,Taj Residencia - Lily Block,Other,Sale,6,5,1125,1125.0,17000000,1.70 crore,Private / Unknown,False,"5 Marla Gray Structure In Lilly Block Taj Residencia in Taj Residencia - Lily Block, Taj Residencia · 6 bed · 5 bath · 5 Marla",https://www.zameen.com/Property/taj_residencia_taj_residencia_-_lily_block_5_marla_gray_structure_in_lilly_block_taj_residencia-54473993-18996-1.html,,
RAW-0499,Rawalpindi,Bahria Town Phase 4,House,Sale,5,6,4500,4500.0,97500000,9.75 crore,Bahria Town,False,"1 Knal Brand New House Available For Sale In Bahria Town Phase 4 in Bahria Town Phase 4, Bahria Town Rawalpindi · 5 bed · 6 bath · 1 Kanal",https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_4_1_knal_brand_new_house_available_for_sale_in_bahria_town_phase_4-46383184-3041-1.html,brand_new,
RAW-0500,Rawalpindi,Bahria Town Phase 2,House,Sale,5,6,4500,4500.0,125000000,12.50 crore,Bahria Town,False,"1 Kanal Brand New House Available For Sale In Bahria Town in Bahria Town Phase 2, Bahria Town Rawalpindi · 5 bed · 6 bath · 1 Kanal",https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_2_1_kanal_brand_new_house_available_for_sale_in_bahria_town-46344524-3035-1.html,brand_new,
RAW-0501,Rawalpindi,Bahria Paradise,Flat,Sale,1,2,877,877.5,16200000,1.62 crore,Bahria Town,False,"1 Bed Luxury Furnished Apartment For Sale In Bahria Paradise Near TKR Building in Bahria Paradise, Bahria Town Rawalpindi · 1 bed · 2 bath · 3.9 Marla",https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_paradise_1_bed_luxury_furnished_apartment_for_sale_in_bahria_paradise_near_tkr_building-53558278-15450-1.html,furnished,
RAW-0502,Rawalpindi,Bahria Town - Civic Centre,Flat,Sale,1,1,585,585.0,7800000,78.00 lac,Bahria Town,False,"1 Bed Apartment For Sale In Bahria Town Phase 4 Civic Center in Bahria Town - Civic Centre, Bahria Town Phase 4 · 1 bed · 1 bath · 2.6 Marla",https://www.zameen.com/Property/bahria_town_phase_4_bahria_town_-_civic_centre_1_bed_apartment_for_sale_in_bahria_town_phase_4_civic_center-54357731-8974-1.html,,
RAW-0503,Rawalpindi,Bahria Heights 1,Flat,Sale,1,2,945,945.0,12500000,1.25 crore,Bahria Town,False,"1 Bed Furnished Apartment For Sale In Bahria Heights 1 in Bahria Heights 1, Bahria Town Rawalpindi · 1 bed · 2 bath · 4.2 Marla",https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_heights_1_1_bed_furnished_apartment_for_sale_in_bahria_heights_1-54259548-12199-1.html,furnished,
RAW-0504,Rawalpindi,Bahria Heights 1,Flat,Sale,1,2,1012,1012.5,13000000,1.30 crore,Bahria Town,False,"1 Bedroom Non Furnished Apartment For Sale In Bahria Heights 1 in Bahria Heights 1, Bahria Town Rawalpindi · 1 bed · 2 bath · 4.5 Marla",https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_heights_1_1_bedroom_non_furnished_apartment_for_sale_in_bahria_heights_1-54258532-12199-1.html,furnished,
RAW-0505,Rawalpindi,Bahria Heights 1,Flat,Sale,1,2,1260,1260.0,19000000,1.90 crore,Bahria Town,False,"One Bedroom Apartment For Sale Bahria Heights 1 E Block in Bahria Heights 1, Bahria Town Rawalpindi · 1 bed · 2 bath · 5.6 Marla",https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_heights_1_one_bedroom_apartment_for_sale_bahria_heights_1_e_block-54524583-12199-1.html,,
RAW-0506,Rawalpindi,Media Town,House,Sale,6,6,2700,2700.0,52000000,5.20 crore,Private / Unknown,False,"12 Marla like A Brand New House For Sale in Media town Rawalpindi. in Media Town, Rawalpindi · 6 bed · 6 bath · 12 Marla",https://www.zameen.com/Property/rawalpindi_media_town_12_marla_like_a_brand_new_house_for_sale_in_media_town_rawalpindi-54590604-8157-1.html,brand_new,
RAW-0507,Rawalpindi,Bahria Town Phase 8,House,Sale,5,6,2250,2250.0,41500000,4.15 crore,Bahria Town,False,"10 Marla Designer House For Sale In Bahria Town Phase 8 Rawalpindi in Bahria Town Phase 8, Bahria Town Rawalpindi · 5 bed · 6 bath · 10 Marla",https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_10_marla_designer_house_for_sale_in_bahria_town_phase_8_rawalpindi-51708442-3048-1.html,,
RAW-0508,Rawalpindi,Bahria Town Phase 3,House,Sale,5,6,2250,2250.0,47500000,4.75 crore,Bahria Town,False,"10 Marla Ready To Move House For Sale in Bahria Town Phase 3, Bahria Town Rawalpindi · 5 bed · 6 bath · 10 Marla",https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_3_10_marla_ready_to_move_house_for_sale-54662097-3036-1.html,,
RAW-0509,Rawalpindi,Bahria Town Phase 3,House,Sale,5,6,2250,2250.0,49900000,4.99 crore,Bahria Town,False,"10 Marla House For Sale In Phase 3 Bahria Town Rawalpindi in Bahria Town Phase 3, Bahria Town Rawalpindi · 5 bed · 6 bath · 10 Marla",https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_3_10_marla_house_for_sale_in_phase_3_bahria_town_rawalpindi-54719939-3036-1.html,,
RAW-0510,Rawalpindi,Bahria Town Phase 5,House,Sale,5,6,2475,2475.0,63000000,6.30 crore,Bahria Town,False,"Brand New House For Sale Bharia Town Phase 5 in Bahria Town Phase 5, Bahria Town Rawalpindi · 5 bed · 6 bath · 11 Marla",https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_5_brand_new_house_for_sale_bharia_town_phase_5-54762744-3045-1.html,brand_new,
RAW-0511,Rawalpindi,Bahria Town Phase 7,House,Sale,5,,2250,2250.0,47000000,4.70 crore,Bahria Town,False,"Double Storey 10 Marla House Available In Bahria Town Phase 7 For Sale in Bahria Town Phase 7, Bahria Town Rawalpindi · 5 bed · 10 Marla",https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_7_double_storey_10_marla_house_available_in_bahria_town_phase_7_for_sale-54594802-3047-1.html,,bathrooms_missing
RAW-0512,Rawalpindi,Bahria Greens - Overseas Enclave - Sector 6,House,Sale,5,5,2587,2587.5,45000000,4.50 crore,Private / Unknown,False,"11.5 Marla house for sale in Bahria Greens - Overseas Enclave - Sector 6, Bahria Greens - Overseas Enclave · 5 bed · 5 bath · 11.5 Marla",https://www.zameen.com/Property/bahria_greens_overseas_enclave_bahria_greens_-_overseas_enclave_-_sector_6_11_5_marla_house_for_sale-54780037-8305-1.html,,
RAW-0513,Rawalpindi,Bahria Intellectual Village,House,Sale,9,7,9000,9000.0,220000000,22.00 crore,Bahria Town,False,"Beautiful HOUSE FOR SALE in Bahria Intellectual Village, Bahria Town Rawalpindi · 9 bed · 7 bath · 2 Kanal",https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_intellectual_village_beautiful_house_for_sale-54700950-8256-1.html,,
RAW-0514,Rawalpindi,Bahria Business District,Other,Sale,1,1,517,517.5,7900000,79.00 lac,Bahria Town,False,"1 Bed / Ready Building / Prime Finishing / Bahria Phase 8 / Rawalpindi in Bahria Business District, Bahria Town Phase 8 · 1 bed · 1 bath · 2.3 Marla",https://www.zameen.com/Property/bahria_town_phase_8_bahria_business_district_1_bed_ready_building_prime_finishing_bahria_phase_8_rawalpindi-54733330-9033-1.html,,
RAW-0515,Rawalpindi,Bahria Greens - Overseas Enclave - Sector 2,House,Sale,5,6,3600,3600.0,79500000,7.95 crore,Private / Unknown,False,"Brand New 16 Marla Corner House in Bahria Greens - Overseas Enclave - Sector 2, Bahria Greens - Overseas Enclave · 5 bed · 6 bath · 16 Marla",https://www.zameen.com/Property/bahria_greens_overseas_enclave_bahria_greens_-_overseas_enclave_-_sector_2_brand_new_16_marla_corner_house-50170458-8301-1.html,corner|brand_new,
RAW-0516,Rawalpindi,Bahria Intellectual Village,House,Sale,5,6,3600,3600.0,78500000,7.85 crore,Bahria Town,False,"16 Marla Home For Sale In Prime Bahria Town Location in Bahria Intellectual Village, Bahria Town Rawalpindi · 5 bed · 6 bath · 16 Marla",https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_intellectual_village_16_marla_home_for_sale_in_prime_bahria_town_location-51438661-8256-1.html,,
RAW-0517,Rawalpindi,Morgah,House,Sale,5,6,5850,5850.0,70000000,7.00 crore,Private / Unknown,False,"Premium 27 Marla Double-Unit House for Sale Morgah, Rawalpindi | Near GT Road in Morgah, Rawalpindi · 5 bed · 6 bath · 1.3 Kanal",https://www.zameen.com/Property/rawalpindi_morgah_premium_27_marla_double-unit_house_for_sale_morgah_rawalpindi_near_gt_road-54777605-1260-1.html,,
RAW-0518,Rawalpindi,Airport Housing Society - Sector 4,House,Sale,2,3,990,900.0,13500000,1.35 crore,Private / Unknown,False,"4 Marla Single Storey House Sector 04 No bank loan only Cash in Airport Housing Society - Sector 4, Airport Housing Society · 2 bed · 3 bath · 4.4 Marla",https://www.zameen.com/Property/airport_housing_society_airport_housing_society_-_sector_4_4_marla_single_storey_house_sector_04_no_bank_loan_only_cash-54644871-9155-1.html,,size_conflict
RAW-0519,Rawalpindi,Chaklala Scheme 3,Other,Sale,4,4,1125,1125.0,18500000,1.85 crore,Private / Unknown,False,"5 marla double story Madni Avenue Chaklala scheme 3 in Chaklala Scheme 3, Chaklala Scheme · 4 bed · 4 bath · 5 Marla",https://www.zameen.com/Property/chaklala_scheme_chaklala_scheme_3_5_marla_double_story_madni_avenue_chaklala_scheme_3-54782731-1312-1.html,,
RAW-0520,Rawalpindi,Snober City,House,Sale,3,3,1125,1125.0,14500000,1.45 crore,Private / Unknown,False,"This Is Your Chance To Buy Prime Location House In Rawalpindi in Snober City, Adiala Road · 3 bed · 3 bath · 5 Marla",https://www.zameen.com/Property/adiala_road_snober_city_this_is_your_chance_to_buy_prime_location_house_in_rawalpindi-54776189-11748-1.html,,
RAW-0521,Rawalpindi,Snober City,House,Sale,3,3,1350,1350.0,18000000,1.80 crore,Private / Unknown,False,"Looking For A Prime Location House In Snober City in Snober City, Adiala Road · 3 bed · 3 bath · 6 Marla",https://www.zameen.com/Property/adiala_road_snober_city_looking_for_a_prime_location_house_in_snober_city-54776074-11748-1.html,,
RAW-0522,Rawalpindi,Bahria Heights 1,Flat,Sale,1,2,810,810.0,12100000,1.21 crore,Bahria Town,False,"luxury 1 bedroom apartment available for sale in Bahria heights 1 in Bahria Heights 1, Bahria Town Rawalpindi · 1 bed · 2 bath · 3.6 Marla",https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_heights_1_luxury_1_bedroom_apartment_available_for_sale_in_bahria_heights_1-54601636-12199-1.html,,
RAW-0523,Rawalpindi,Bahria Town Phase 8 - Block I,House,Sale,5,5,2250,2250.0,33000000,3.30 crore,Bahria Town,False,"Very Low Price 10 Marla Brand New House For Sale Bahria Town Phase 8 Block I Rawalpindi in Bahria Town Phase 8 - Block I, Bahria Town Phase 8 · 5 bed · 5 bath · 10 Marla",https://www.zameen.com/Property/bahria_town_phase_8_bahria_town_phase_8_-_block_i_very_low_price_10_marla_brand_new_house_for_sale_bahria_town_phase_8_block_i_rawalpindi-53058897-3057-1.html,brand_new,
RAW-0524,Rawalpindi,Bahria Town Phase 8 - Ali Block,House,Sale,5,6,2025,2137.5,42500000,4.25 crore,Bahria Town,False,"100% Owner Built 9.5 Marla Corner A Plus Construction House For Sale Bahria Town Phase 8 in Bahria Town Phase 8 - Ali Block, Bahria Town Phase 8 - Safari Valley · 5 bed · 6 bath · 9 Marla",https://www.zameen.com/Property/bahria_town_phase_8_safari_valley_bahria_town_phase_8_-_ali_block_100_owner_built_9_5_marla_corner_a_plus_construction_house_for_sale_bahria_town_phase_8-54439025-3070-1.html,corner,size_conflict
RAW-0525,Rawalpindi,Bahria Town Phase 8 - Block A,House,Sale,5,6,2475,2475.0,37000000,3.70 crore,Bahria Town,False,"Very Low Price | Water Boring Available 11 Marla Brand New Owner Built House For Sale Bahria Town in Bahria Town Phase 8 - Block A, Bahria Town Phase 8 · 5 bed · 6 bath · 11 Marla",https://www.zameen.com/Property/bahria_town_phase_8_bahria_town_phase_8_-_block_a_very_low_price_water_boring_available_11_marla_brand_new_owner_built_house_for_sale_bahria_town-54520788-3049-1.html,brand_new,
RAW-0526,Rawalpindi,Bahria Town Phase 8 - Safari Valley,House,Sale,4,5,1575,1575.0,36000000,3.60 crore,Bahria Town,False,"Blvd designer double hight house for sale in Bahria Town Phase 8 - Safari Valley, Bahria Town Phase 8 · 4 bed · 5 bath · 7 Marla",https://www.zameen.com/Property/bahria_town_phase_8_bahria_town_phase_8_-_safari_valley_blvd_designer_double_hight_house_for_sale-54783011-3074-1.html,,
